internal_id,Award ID,Recipient Name,Award Amount,Description,Awarding Agency,Awarding Sub Agency,Period of Performance Start Date,Period of Performance Current End Date,NAICS Code,NAICS Description,PSC Code,awarding_agency_id,agency_slug,generated_internal_id,_searched_as,Company
281082246,47QFCA21F0018,BOOZ ALLEN HAMILTON INC,1379603153.12,"TASK ORDER (TO) 47QFCA21F0018 IS HEREBY AWARDED TO BOOZ ALLEN HAMILTON, INC. (BAH) TO PROVIDE ENTERPRISE LEVEL DATA TO THE OUSD(C), AND ITS STRATEGIC PARTNERS (I.E., DOD FOURTH ESTATE, DOD DEPARTMENTS, AND IC COMMUNITY).",General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFCA21F0018_4732_47QTCK18D0004_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
279969328,36C10B21N10070021,BOOZ ALLEN HAMILTON INC,1365285599.63,TRANSFORMATION TWENTY-ONE TOTAL TECHNOLOGY NEXT GENERATION (T4NG) TASK ORDER - BENEFITS INTEGRATED DELIVERY,Department of Veterans Affairs,Department of Veterans Affairs,,,,,,561.0,department-of-veterans-affairs,CONT_AWD_36C10B21N10070021_3600_VA11816D1007_3600,Booz Allen Hamilton,Booz Allen Hamilton
279969338,36C10B21N10150056,BOOZ ALLEN HAMILTON INC,1139008033.13,"PRODUCT AND TECHNOLOGY ECOSYSTEM MANAGEMENT SERVICES (PTEMS)WHICH INCLUDES PRODUCT DELIVERY AND LIFECYCLE MANAGEMENT TO TRANSFORM VA BY TAPPING INTO EMERGING TECHNOLOGIES, CONNECTING DEVELOPERS WITH VA DATA, AND MAKING HUMAN CENTERED DESIGN (HCD).",Department of Veterans Affairs,Department of Veterans Affairs,,,,,,561.0,department-of-veterans-affairs,CONT_AWD_36C10B21N10150056_3600_VA11816D1015_3600,Booz Allen Hamilton Inc,Booz Allen Hamilton
279969772,36C10B22N10070023,BOOZ ALLEN HAMILTON INC,859686306.3,NEW TO - EHRM PMO IO SUPPORT,Department of Veterans Affairs,Department of Veterans Affairs,,,,,,561.0,department-of-veterans-affairs,CONT_AWD_36C10B22N10070023_3600_VA11816D1007_3600,Booz Allen Hamilton,Booz Allen Hamilton
279968353,36C10B19N10070015,BOOZ ALLEN HAMILTON INC,826583511.86,IGF::OT::IGF  INFORMATION TECHNOLOGY OPERATIONS AND SERVICES TRANSFORMATION SUPPORT SERVICES,Department of Veterans Affairs,Department of Veterans Affairs,,,,,,561.0,department-of-veterans-affairs,CONT_AWD_36C10B19N10070015_3600_VA11816D1007_3600,Booz Allen Hamilton Inc,Booz Allen Hamilton
281086592,47QFRA20F0016,BOOZ ALLEN HAMILTON INC,746401206.1,THE PURPOSE OF THIS MODIFICATION IS TO ACCEPT TRANSFER OF TASK ORDER (47QFCA18F0100) FROM FEDSIM TO GSA AAS REGION 8. THE NEW PIID IS 47QFRA20F0016.,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFRA20F0016_4732_GS00Q09BGD0019_4735,Booz Allen Hamilton,Booz Allen Hamilton
281082090,47QFCA18F0073,BOOZ ALLEN HAMILTON INC,727435601.0,"THE PURPOSE OF THIS REQUIREMENT IS TO DELIVER ENTERPRISE CLASS, INDUSTRY STANDARD, OPEN ARCHITECTURE EQUIPMENT AND SERVICES TO SUPPORT THE USG PROGRAM OFFICE, DOD PARTNERS, AND OTHER ORGANIZATIONS AS DETERMINED TO INCLUDE, BUT NOT LIMITED TO, INTERAGENCY PARTNERS, THE INTELLIGENCE COMMUNITY (IC), AND COALITION PARTNERS",General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFCA18F0073_4732_GS00Q09BGD0019_4735,Booz Allen Hamilton Inc,Booz Allen Hamilton
347650773,VA11817F10070007,BOOZ ALLEN HAMILTON INC,724839422.94,IGF::OT::IGF  TRANSFORMATION TWENTY-ONE TOTAL TECHNOLOGY NEXT GENERATION (T4NG) TASK ORDER FOR ELECTRONIC HEALTH RECORD MODERNIZATION PROGRAM MANAGEMENT OFFICE SUPPORT.,Department of Veterans Affairs,Department of Veterans Affairs,,,,,,561.0,department-of-veterans-affairs,CONT_AWD_VA11817F10070007_3600_VA11816D1007_3600,Booz Allen Hamilton,Booz Allen Hamilton
279969339,36C10B21N10150057,BOOZ ALLEN HAMILTON INC,662730418.01,"THE CONTRACTOR SHALL PROVIDE SHIPPABLE PRODUCTS, OPERATIONS SUPPORT, AND SECURITY COMPLIANCE FOR THE HEALTH SERVICES PORTFOLIO.",Department of Veterans Affairs,Department of Veterans Affairs,,,,,,561.0,department-of-veterans-affairs,CONT_AWD_36C10B21N10150057_3600_VA11816D1015_3600,Booz Allen Hamilton,Booz Allen Hamilton
281084876,47QFNA21F0001,BOOZ ALLEN HAMILTON INC,646439398.93,THIS REPRESENTS AN ADMINISTRATIVE CONTINUANCE OF GSA FEDSIM TASK ORDER 47QFCA20F0009.  THIS EFFORT WILL BE ADMINISTERED BY GSA FAS REGION 1 UNDER TO NUMBER 47QFNA21F0001 BEGINNING ON THE EFFECTIVE AWARD DATE OF 1 NOVEMBER 2020.,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFNA21F0001_4732_47QTCK18D0004_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
281086674,47QFRA24F0006,BOOZ ALLEN HAMILTON INC,587367503.56,CDM DEFEND GROUP BD  BRIDGE TASK ORDER,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFRA24F0006_4732_47QTCK18D0004_4732,Booz Allen Hamilton,Booz Allen Hamilton
281082192,47QFCA20F0032,BOOZ ALLEN HAMILTON INC,557551246.68,THE JAIC REQUIRES OPEN ARCHITECTURE TECHNICAL SERVICES AND PRODUCTS (SOFTWARE AND/OR HARDWARE) ACROSS THE FULL SPECTRUM OF AI-ENABLED CAPABILITIES TO SUPPORT THE JWNMI.,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFCA20F0032_4732_47QTCK18D0004_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
281082357,47QFCA23F0014,BOOZ ALLEN HAMILTON INC,401783593.02,ENGINEERING DEVELOPMENT INTEGRATION AND TECHNOLOGYBASED SOLUTIONS EDITS,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFCA23F0014_4732_47QFCA22D0357_4732,Booz Allen Hamilton,Booz Allen Hamilton
281082397,47QFCA23F0058,BOOZ ALLEN HAMILTON INC,399628341.34,AWARD OF TASK ORDER 47QFCA23F0058 FOR DATA MODERNIZATION ACCELERATOR FOR CDC (DMAC).,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFCA23F0058_4732_47QTCK18D0004_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
291528301,75FCMC20F0004,BOOZ ALLEN HAMILTON INC,388263833.73,MARKETPLACE SYSTEM INTEGRATOR (MSI),Department of Health and Human Services,Centers for Medicare and Medicaid Services,,,,,,806.0,department-of-health-and-human-services,CONT_AWD_75FCMC20F0004_7530_HHSM500201600015I_7530,Booz Allen Hamilton,Booz Allen Hamilton
281086579,47QFRA20F0003,BOOZ ALLEN HAMILTON INC,365759287.59,DYNAMIC AND EVOLVING FEDERAL ENTERPRISE NETWORK DEFENSE GROUP B DEFEND B,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFRA20F0003_4732_GS00Q09BGD0019_4735,Booz Allen Hamilton Inc,Booz Allen Hamilton
347650771,VA11817F10070005,BOOZ ALLEN HAMILTON INC,348959728.74,"IGF::OT::IGF  THE SUBJECT TO SHALL PROVIDE SYSTEMS ENGINEERING, DEVELOPMENT AND PRODUCTION SUPPORT SERVICES FOR BENEFITS INTEGRATION PLATFORM (BIP)",Department of Veterans Affairs,Department of Veterans Affairs,,,,,,561.0,department-of-veterans-affairs,CONT_AWD_VA11817F10070005_3600_VA11816D1007_3600,Booz Allen Hamilton,Booz Allen Hamilton
279968381,36C10B19N10150045,BOOZ ALLEN HAMILTON INC,320404494.76,IGF:OT:IGF HEALTH INTEGRATION AND MODERNIZATION TASK ORDER,Department of Veterans Affairs,Department of Veterans Affairs,,,,,,561.0,department-of-veterans-affairs,CONT_AWD_36C10B19N10150045_3600_VA11816D1015_3600,Booz Allen Hamilton Inc,Booz Allen Hamilton
279025618,2032H520F00200,BOOZ ALLEN HAMILTON INC,305453250.98,"THE INTERNAL REVENUE SERVICE (IRS), OFFICE OF INFORMATION TECHNOLOGY OFFICE, ISSUES THIS ORDER UNDER GSA ALLIANT 2 (UNRESTRICTED).  ENTERPRISE CASE MANAGEMENT (ECM) SOLUTION INTEGRATION SERVICES",Department of the Treasury,Internal Revenue Service,,,,,,456.0,department-of-the-treasury,CONT_AWD_2032H520F00200_2050_47QTCK18D0004_4732,Booz Allen Hamilton,Booz Allen Hamilton
311476841,NSFDACS12T1578,BOOZ ALLEN HAMILTON INC,281438274.09,IGF::OT::IGF OTHER FUNCTIONS   IT SERVICES,National Science Foundation,National Science Foundation,,,,,,655.0,national-science-foundation,CONT_AWD_NSFDACS12T1578_4900_GS00Q09BGD0019_4735,Booz Allen Hamilton Inc,Booz Allen Hamilton
306879511,HHSM500201500140U,BOOZ ALLEN HAMILTON INC,278337278.04,IGF::CT::IGF,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,,,,,806.0,department-of-health-and-human-services,CONT_AWD_HHSM500201500140U_7530_HHSN316201200008W_7529,Booz Allen Hamilton,Booz Allen Hamilton
290202539,49100419F1088,BOOZ ALLEN HAMILTON INC,254534977.92,IT SERVICES,National Science Foundation,National Science Foundation,,,,,,655.0,national-science-foundation,CONT_AWD_49100419F1088_4900_GS35F386DA_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
308033947,IND15PD01062,BOOZ ALLEN HAMILTON INC,245031654.13,IGF::CT::IGF,Department of the Interior,Departmental Offices,,,,,,209.0,department-of-the-interior,CONT_AWD_IND15PD01062_1406_HHSN316201200008W_7529,Booz Allen Hamilton,Booz Allen Hamilton
305314825,GSQ0017AJ0029,BOOZ ALLEN HAMILTON INC,221791088.46,AWARD OF JIDO ENTERPRISE INFORMATION TECHNOLOGY TASK ORDER. IGF::OT::IGF,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_GSQ0017AJ0029_4732_GS00Q09BGD0019_4735,Booz Allen Hamilton Inc,Booz Allen Hamilton
298377450,FA807520F0076,BOOZ ALLEN HAMILTON INC,219127809.43,WEAPON SYSTEMS RESEARCH AND ANALYSIS FOR THE AIR FORCE NUCLEAR WEAPONS CENTER,Department of Defense,Department of the Air Force,,,,,,1173.0,department-of-defense,CONT_AWD_FA807520F0076_9700_FA807518D0004_9700,Booz Allen Hamilton,Booz Allen Hamilton
306544952,HDTRA123F0021,BOOZ ALLEN HAMILTON INC,215139450.51,MISSION INFORMATION TECHNOLOGY SERVICES,Department of Defense,Defense Threat Reduction Agency,,,,,,1173.0,department-of-defense,CONT_AWD_HDTRA123F0021_9700_47QTCK18D0004_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
305317810,GSQ0715BG0058,BOOZ ALLEN HAMILTON INC,204469943.91,IGF::OT::IGF,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_GSQ0715BG0058_4732_GS00Q09BGD0019_4735,Booz Allen Hamilton,Booz Allen Hamilton
291654296,75N98122F00001,BOOZ ALLEN HAMILTON INC,196008580.95,BASE AWARD - FDA CDRH DIGITAL TRANSFORMATION 2.0 - BOOZ ALLEN HAMILTON,Department of Health and Human Services,National Institutes of Health,,,,,,806.0,department-of-health-and-human-services,CONT_AWD_75N98122F00001_7529_HHSN316201200008W_7529,Booz Allen Hamilton Inc,Booz Allen Hamilton
305314739,GSQ0016AJ0020,BOOZ ALLEN HAMILTON INC,194746361.13,MISSION INFORMATION TECHNOLOGY (MISSION IT) EFFORT IGF::OT::IGF,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_GSQ0016AJ0020_4732_GS00Q09BGD0019_4735,Booz Allen Hamilton,Booz Allen Hamilton
298377482,FA807521F0021,BOOZ ALLEN HAMILTON INC,191965467.23,"IDENTIFICATION, ANALYSIS, RECOMMENDATIONS, AND DELIVERY OF MILITARY HEALTH SYSTEM AND JOINT STAFF MEDICAL CAPABILITIES FOR DEFENSE HEALTH AGENCY",Department of Defense,Department of the Air Force,,,,,,1173.0,department-of-defense,CONT_AWD_FA807521F0021_9700_FA807518D0004_9700,Booz Allen Hamilton Inc,Booz Allen Hamilton
290310256,50310220F0017,BOOZ ALLEN HAMILTON INC,183042688.09,INFORMATION SYSTEMS TESTING AND COMPLIANCE SUPPORT SERVICES,Securities and Exchange Commission,Securities and Exchange Commission,,,,,,680.0,securities-and-exchange-commission,CONT_AWD_50310220F0017_5000_50310218D0025_5000,Booz Allen Hamilton,Booz Allen Hamilton
298377452,FA807520F0078,BOOZ ALLEN HAMILTON INC,159608838.58,ASSESSMENT AND IMPROVEMENT OF SPACE AND MISSILE SYSTEMS CENTER.,Department of Defense,Department of the Air Force,,,,,,1173.0,department-of-defense,CONT_AWD_FA807520F0078_9700_FA807518D0004_9700,Booz Allen Hamilton,Booz Allen Hamilton
291654192,75N98119F00012,BOOZ ALLEN HAMILTON INC,157441365.09,"THE PURPOSE IS TO AWARD A TASK ORDER TO BOOZ ALLEN HAMILTON FOR FEDERAL DRUG ADMINISTRATION (FDA), CENTER FOR DEVICES AND RADIOLOGICAL HEALTH (CDRH), DIGITAL TRANSFORMATION (DT) SERVICES (C-58975-O). BOOZ ALLEN HAMILTON WILL PROVIDE SUPPORT SERVICES",Department of Health and Human Services,National Institutes of Health,,,,,,806.0,department-of-health-and-human-services,CONT_AWD_75N98119F00012_7529_HHSN316201200008W_7529,Booz Allen Hamilton Inc,Booz Allen Hamilton
279970845,36C10B25F0043,BOOZ ALLEN HAMILTON INC,155594994.41,TRANSFORMATION SUPPORT SERVICES 2.0 - BASE PERIOD FFP AND ONE MONTH T&M,Department of Veterans Affairs,Department of Veterans Affairs,,,,,,561.0,department-of-veterans-affairs,CONT_AWD_36C10B25F0043_3600_GS35F386DA_4732,Booz Allen Hamilton,Booz Allen Hamilton
305314820,GSQ0017AJ0024,BOOZ ALLEN HAMILTON INC,152844232.27,"IGF::OT::IGF THE SCOPE OF WORK UNDER TASK ORDER 4 (TO4) WILL PROVIDE PLANS AND POLICY, TRAINING AND COMMAND ADMINISTRATIVE AND STAFF SUPPORT SERVICES TO USCYBERCOM. ALL TASKS WITHIN TO4 ARE WITHIN SCOPE OF THE CORE DISCIPLINES IDENTIFIED IN THE USCYBERCOM SUPPORT IDIQ AND SPECIFICALLY ALIGN WITH USCYBERCOM J0/1/5 MISSION REQUIREMENTS.",General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_GSQ0017AJ0024_4732_GS00Q16AJD0001_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
281081757,47QDCB22F0006,BOOZ ALLEN HAMILTON INC,146140026.76,FAS CLOUD SERVICES SUPPORT,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QDCB22F0006_4732_47QDCB19A0001_4732,Booz Allen Hamilton,Booz Allen Hamilton
279968908,36C10B20N10150052,LIBERTY IT SOLUTIONS LLC,142206258.28,THIS REQUIREMENT IS FOR API DEVELOPMENT AND OPERATIONS.,Department of Veterans Affairs,Department of Veterans Affairs,,,,,,561.0,department-of-veterans-affairs,CONT_AWD_36C10B20N10150052_3600_VA11816D1015_3600,Liberty IT Solutions,Booz Allen Hamilton
281084923,47QFNA21F0048,BOOZ ALLEN HAMILTON INC,139460141.98,FUNCTIONAL MANAGEMENT SUPPORT SERVICES FOR CIVIL ENGINEERING IT SUPPORT SERVICES,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFNA21F0048_4732_47QTCK18D0004_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
281082265,47QFCA21F0070,BOOZ ALLEN HAMILTON INC,139314892.56,IMAX MISSION INFORMATION TECHNOLOGY MIT,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFCA21F0070_4732_47QTCK18D0004_4732,Booz Allen Hamilton,Booz Allen Hamilton
281087789,47QFWA20F0023,BOOZ ALLEN HAMILTON INC,138057294.74,"INFORMATOIN ASSURANCE AND MISSION ASSURANCE COMMERCIAL DERIVATIVE AIRCRAFT DIVISION, TINKER AFB OKLAHOMA",General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFWA20F0023_4732_47QTCK18D0004_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
281082102,47QFCA18F0100,BOOZ ALLEN HAMILTON INC,137436506.26,IGF::OT::IGF DEFEND D AWARD,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFCA18F0100_4732_GS00Q09BGD0019_4735,Booz Allen Hamilton,Booz Allen Hamilton
277749695,140D0419F0318,BOOZ ALLEN HAMILTON INC,131305861.93,BUSINESS PROCESS AND INFORMATION MANAGEMENT SUPPORT SERVICES (BPIMSS)SERVICES,Department of the Interior,Departmental Offices,,,,,,209.0,department-of-the-interior,CONT_AWD_140D0419F0318_1406_HHSN316201200008W_7529,Booz Allen Hamilton Inc,Booz Allen Hamilton
305314686,GSQ0015AJ0065,BOOZ ALLEN HAMILTON INC,131009505.36,IGF::OT::IGF THE PURPOSE OF THIS TO IS TO PROVIDE SUPPORT TO THE AFCEC FMO IN GUIDING CE IT TRANSFORMATION EFFORTS ASSOCIATED WITH CE IT SYSTEMS TO SUPPORT FUNCTIONAL PROGRAMS,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_GSQ0015AJ0065_4732_GS00Q09BGD0019_4735,Booz Allen Hamilton,Booz Allen Hamilton
298593589,FA875025FB015,BOOZ ALLEN HAMILTON INC,127579265.0,"NIMBUS WILL FACILITATE INTELLIGENCE, SURVEILLANCE, AND RECONNAISSANCE, ASSURANCE AND FIELDING MISSIONS WHILE ARCHITECTING, ENGINEERING, DEVELOPING, INTEGRATING, TESTING TRANSITIONING AND SUSTAINING SYSTEMS INTO OPERATIONAL ENVIRONMENTS.",Department of Defense,Department of the Air Force,,,,,,1173.0,department-of-defense,CONT_AWD_FA875025FB015_9700_47QTCK18D0004_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
307878182,HT003821F0020,BOOZ ALLEN HAMILTON INC,127311185.84,"PROGRAM SUPPORT SERVICES SUCH AS PROGRAM/PROJECT MANAGEMENT, FINANCIAL MANAGEMENT, AND DIRECT SUPPORT TO FIELDED SYSTEMS.",Department of Defense,Defense Health Agency,,,,,,1173.0,department-of-defense,CONT_AWD_HT003821F0020_9700_HHSN316201200008W_7529,Booz Allen Hamilton,Booz Allen Hamilton
305943230,GST0213CJ0030,BOOZ ALLEN HAMILTON INC,124526286.96,IGF::CL::IGF FOR CLOSELY ASSOCIATED,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_GST0213CJ0030_4732_GS00Q09BGD0019_4735,Booz Allen Hamilton Inc,Booz Allen Hamilton
278396015,1605DC19F00268,BOOZ ALLEN HAMILTON INC,123901664.99,OPERATIONS AND MAINTENANCE SERVICES FOR THE DEPARTMENT OF LABOR NEW CORE FINANCIAL MANAGEMENT SYSTEM.,Department of Labor,Office of the Assistant Secretary for Administration and Management,,,,,,267.0,department-of-labor,CONT_AWD_1605DC19F00268_1605_47QTCK18D0004_4732,Booz Allen Hamilton,Booz Allen Hamilton
298377479,FA807521F0017,BOOZ ALLEN HAMILTON INC,121787551.0,"GROUND SYSTEM TECHNOLOGY AND LABORATORY DEVELOPMENT RESEARCH, DEVELOPMENT AND ENGINEERING COMMAND, UNITED STATES ARMY GROUND VEHICLE SYSTEMS CENTER",Department of Defense,Department of the Air Force,,,,,,1173.0,department-of-defense,CONT_AWD_FA807521F0017_9700_FA807518D0004_9700,Booz Allen Hamilton Inc,Booz Allen Hamilton
281081718,47QDCB19F0006,BOOZ ALLEN HAMILTON INC,120351757.56,AWARD FOR IT OPERATIONS AND MAINTENANCE SUPPORT FOR HALE BOPP COMET PROJECT.,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QDCB19F0006_4732_47QDCB19A0001_4732,Booz Allen Hamilton,Booz Allen Hamilton
298593270,FA875022F1005,BOOZ ALLEN HAMILTON INC,120153134.0,CHAD SKELETOR INTEGRATION (CSI),Department of Defense,Department of the Air Force,,,,,,1173.0,department-of-defense,CONT_AWD_FA875022F1005_9700_FA875021D1100_9700,Booz Allen Hamilton Inc,Booz Allen Hamilton
343636716,TIRNO11D000110017,BOOZ ALLEN HAMILTON INC,117800837.18,IGF::CT::IGF CONTRACTOR INFORMATION TECHNOLOGY SUPPORT FOR ENTERPRISE ARCHITECTURE,Department of the Treasury,Internal Revenue Service,,,,,,456.0,department-of-the-treasury,CONT_AWD_TIRNO11D000110017_2050_TIRNO11D00011_2050,Booz Allen Hamilton,Booz Allen Hamilton
305314698,GSQ0015AJ0086,BOOZ ALLEN HAMILTON INC,117551631.25,"DHS, OPERATING ON BEHALF OF FEDERAL D/AS, REQUIRES A CMAAS SOLUTION FOR THE SIX D/AS AND THEIR COMPONENTS IDENTIFIED IN THIS TO.  THE CMAAS SOLUTION SHALL PROVIDE NEW AND/OR EXPAND ON EXISTING CDM TOOLS AND SENSORS THAT IMPLEMENT A COMMON SET OF CAPABILITIES.",General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_GSQ0015AJ0086_4732_GS00T13AJA0008_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
305314804,GSQ0017AJ0003,BOOZ ALLEN HAMILTON INC,116316747.22,IGF::OT::IGF  THE PURPOSE OF THIS DOCUMENT IS TO MAKE THE TASK ORDER AWARD.,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_GSQ0017AJ0003_4732_GS00Q09BGD0019_4735,Booz Allen Hamilton,Booz Allen Hamilton
298377604,FA807522F0062,BOOZ ALLEN HAMILTON INC,116277044.11,SURVIVABILITY AND LETHALITY ANALYSIS FOR PACIFIC THEATER AND FUTURES CAPABILITIES FOR THE PACIFIC AIR FORCES,Department of Defense,Department of the Air Force,,,,,,1173.0,department-of-defense,CONT_AWD_FA807522F0062_9700_FA807518D0004_9700,Booz Allen Hamilton Inc,Booz Allen Hamilton
290203998,49100424F0001,BOOZ ALLEN HAMILTON INC,116276534.72,INFORMATION TECHNOLOGY MISSION APPLICATION SUPPORT,National Science Foundation,National Science Foundation,,,,,,655.0,national-science-foundation,CONT_AWD_49100424F0001_4900_47QTCK18D0004_4732,Booz Allen Hamilton,Booz Allen Hamilton
281082077,47QFCA18F0025,BOOZ ALLEN HAMILTON INC,114442670.24,SUPPORT ALL PHASES OF THE CDM REQUIREMENT ACROSS FEDERAL AGENCIES.,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFCA18F0025_4732_GS00Q09BGD0019_4735,Booz Allen Hamilton,Booz Allen Hamilton
291654225,75N98119F00013,BOOZ ALLEN HAMILTON INC,110022818.4,US DEPARTMENT OF THE TREASURY OCIO WEB SHARED SERVICES - BOOZ ALLEN&HAMILTON BASE AWARD,Department of Health and Human Services,National Institutes of Health,,,,,,806.0,department-of-health-and-human-services,CONT_AWD_75N98119F00013_7529_HHSN316201200008W_7529,Booz Allen Hamilton Inc,Booz Allen Hamilton
298377468,FA807521F0005,BOOZ ALLEN HAMILTON INC,109620328.01,MICROELECTRONICS ASSURANCE FOR SECURE TRUSTWORTHY ELECTRONICS RESEARCH (MASTER),Department of Defense,Department of the Air Force,,,,,,1173.0,department-of-defense,CONT_AWD_FA807521F0005_9700_FA807518D0004_9700,Booz Allen Hamilton,Booz Allen Hamilton
348855589,W15QKN14C0032,BOOZ ALLEN HAMILTON INC,105156187.08,"IGF::OT::IGF THIS ACQUISITION IS FOR THE PROJECT MANAGEMENT OFFICE (PMO) INTEGRATED PERSONNEL AND PAY SYSTEM ARMY (IPPS-A) PROGRAM MANAGEMENT SUPPORT SERVICES. THE IPPS-A SYSTEM PROVIDES THE ARMY WITH AN INTEGRATED, MULTI-COMPONENT, PERSONNEL AND PAY SYSTEM WHICH STREAMLINES ARMY HUMAN RESOURCES, ENHANCES THE EFFICIENCY AND ACCURACY OF ARMY PERSONNEL AND PAY PROCEDURES, AND SUPPORTS SOLDIERS AND THEIR FAMILIES. THE PROPOSED SOLE SOURCE CONTRACT WOULD PROVIDE UNINTERRUPTED SYSTEMS ENGINEERING AND TECHNICAL ASSESSMENT (SETA) SERVICES TO PMO IPPS-A AND THE ARMY G-1 FUNCTIONAL MANAGEMENT DIVISION (FMD) IN THE AREAS OF PROGRAM AND PROJECT MANAGEMENT; SYSTEMS ENGINEERING; LIFECYCLE MANAGEMENT; TEST AND EVALUATION; BUSINESS PROCESSING RE-ENGINEERING; FUNCTIONAL DESIGN; AND INTEGRATED LOGISTICS FOR THE DEVELOPMENT OF THE IPPS-A SYSTEM.",Department of Defense,Defense Contract Management Agency,,,,,,1173.0,department-of-defense,CONT_AWD_W15QKN14C0032_9700_-NONE-_-NONE-,Booz Allen Hamilton Inc,Booz Allen Hamilton
281087823,47QFWA21F0008,BOOZ ALLEN HAMILTON INC,103831480.92,"KC135 TANKER SUPPORT SYSTEMS PROGRAM OFFICE, WRIGHT PATTERSON AFB, DAYTON OHIO",General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFWA21F0008_4732_47QTCK18D0004_4732,Booz Allen Hamilton,Booz Allen Hamilton
305941069,GST0009AJM098,BOOZ ALLEN HAMILTON INC,102607429.63,THE PURPOSE OF THIS TO IS TO PROVIDE INFORMATION TECHNOLOGY INFRASTRUCTURE LINE OF BUSINESS (ITILOB) SUPPORT SERVICES FOR THE DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS) TECHNOLOGY SERVICES ORGANIZATION CORPORATE SERVICES (TSOCS) UNIT,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_GST0009AJM098_4735_GS00T99ALD0202_4735,Booz Allen Hamilton Inc,Booz Allen Hamilton
305314705,GSQ0015AJ0098,BOOZ ALLEN HAMILTON INC,99381730.49,212035 IGF::CL::IGF,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_GSQ0015AJ0098_4732_GS00Q09BGD0019_4735,Booz Allen Hamilton,Booz Allen Hamilton
281081937,47QFAA20F0023,BOOZ ALLEN HAMILTON INC,97940068.2,PUGET SOUND NAVAL SHIPYARD INTERMEDIATE MAINTENANCE FACILITY RE-COMPETE.,General Services Administration,Federal Acquisition Service,,,,,,614.0,general-services-administration,CONT_AWD_47QFAA20F0023_4732_47QTCK18D0004_4732,Booz Allen Hamilton Inc,Booz Allen Hamilton
306363248,HB000121C1000,BOOZ ALLEN HAMILTON INC.,95325683.17,LABOR FOR COMPUTER SERVICE,Department of Defense,U.S. Cyber Command,,,,,,1173.0,department-of-defense,CONT_AWD_HB000121C1000_9700_-NONE-_-NONE-,Booz Allen Hamilton,Booz Allen Hamilton
